,0,1,2,3,4,5
0,0.0,0.7865104186729124,0.2139661163368596,0.387735123002698,0.2428806787658304,0.0
1,0.7965177681849818,0.049957079169417336,0.13424161899677328,0.0,0.16761259281440452,0.5842019294425858
2,0.4916684773142929,0.0,0.013026374080652523,0.35810103254275744,0.47795631887667606,0.49823375263837444
3,0.0,0.5550754520659863,0.0,0.4540479768269443,0.36277622261811954,0.3674735847007697
4,0.5444792728411108,0.0,0.36611713269071494,0.4116620234130858,0.08260772525007759,0.4706985218004939
5,0.5575367821700387,0.0,0.8050954166821617,0.10311295576121135,0.027317784745701148,0.43286679398508426
6,0.5928720019452062,0.0,0.7560560107712632,0.09783450413283083,0.0,0.4328303118085817
7,0.6400823729206843,0.0,0.4586382554219578,0.0,0.3475450446264747,0.4000651005059405
8,0.011591091379794463,0.08846990959371277,0.02703542188908705,0.679203729311869,0.3265393390222683,0.6172518345323855
9,0.06966640624182198,0.09066404254556386,0.0,0.6567250518857124,0.28154779492287013,0.6153535164884383
10,0.0,0.3435895128021149,0.4615657833860149,0.40067084179267437,0.07751263823665133,0.5033811330322563
11,0.852778226845863,0.15751664470777138,0.13624778529536455,0.0,0.19835007763572662,0.5688625619444616
12,0.8966706082842549,0.15895370071716702,0.08963102947713167,0.0,0.13400552381360817,0.5725580208500696
13,0.6499657877298672,0.43830472257351993,0.2204802691045905,0.009331719416705775,0.35137793786379934,0.05558844356102568
14,1.0771282617982254,0.0,0.02397494159962088,0.0,0.04034321924046097,0.4756007430237136
15,0.0,0.7864830768486585,0.22563053641023278,0.5823958982327281,0.026764679375254192,0.019731138675963857
16,0.0,0.34386041606448214,0.0,0.0,0.7107416708861871,0.8178433774273653
17,0.06346111808037645,0.6530264090009139,0.004368776122210842,0.7985581865270919,0.0,0.04127170555637467
18,0.06799294033378642,0.6503715274277961,0.0031615175561763497,0.7982300963481129,0.0,0.03847859078977749
19,0.7900784639908783,0.108756067279456,0.045164755728426965,0.3385398477118301,0.24009995931907216,0.15447721182907773
