,0,1,2,3,4,5
0,0.0475639184021428,0.8364756906047627,0.44793887556024287,0.1718168236813447,0.2098502663268725,0.0
1,0.4033480250239718,0.025490174536827725,0.051469199003349564,0.1794364557673837,0.26563285396694764,0.8351147124480988
2,0.11132170594495346,0.0,0.2373402050371652,0.33870973155549566,0.5504967884283786,0.5870437673041171
3,0.09234545936140712,0.4865685283067708,0.23283801381926023,0.614548359664881,0.20315297893803064,0.10257331619793203
4,0.30827573474843234,0.0,0.44860772359255463,0.3087985582082163,0.18670980877598636,0.5823609185697857
5,0.31331495272176413,0.0,0.6186978799278342,0.0,0.1253902655718389,0.7195644640392386
6,0.31069845819265457,0.0,0.5802198968807202,0.0,0.10907364439238755,0.7423303390924537
7,0.5238627844096444,0.0,0.2829752471275886,0.0,0.38920428269383467,0.6267543473095966
8,0.0,0.0916237967477443,0.37741678462544515,0.6944945325548401,0.15632368712178574,0.310679514058435
9,0.0,0.09126217293748012,0.32339820269918784,0.7005973409903461,0.1527160788666274,0.34179225498772176
10,0.004030135689541267,0.3761239513118015,0.6664512103266045,0.23913966696001623,0.047073959932691124,0.31127722720203455
11,0.5533530671699721,0.012703915509260054,0.09039092315178887,0.2705267147039357,0.2829922643954101,0.773737900383086
12,0.5417954686665611,0.010710998119381416,0.05117550332931348,0.2725883895514504,0.25968461782075464,0.8009800202647142
13,0.6882947528882439,0.25418147658217133,0.0745798139410821,0.2731852964135672,0.3310048876898505,0.28614235967591495
14,0.2424816574270618,0.0,0.0,0.13202610602187456,0.36918216312433255,1.001404261202847
15,0.0,0.8270955706479817,0.5034208196323381,0.32524515289999967,0.06290894553721915,0.0
16,0.0,0.4565726169410913,0.01995119931100199,0.3300021305451223,0.46172845499618687,0.49549377995582644
17,0.05913837317323754,0.56284229373335,0.34157718538914483,0.6694802408233831,0.006539702072741292,0.0
18,0.06398398350401452,0.5601883922317135,0.3392821186980046,0.6692052398163661,0.005480523110450582,0.0
19,0.5113617648533239,0.0,0.06612826780956323,0.4835683373846389,0.38069968289510686,0.4115840318876989
20,0.24462691395152159,0.07281871685113976,0.5356092898600879,0.26246193519772765,0.0,0.6018809960854369
21,0.23507201670759584,0.06919770479953916,0.4771333805770984,0.2628359184037941,0.0,0.6311325723766518
22,0.4042399105983444,0.1998659105211258,0.4376411813146635,0.2864291602928438,0.14928075133976312,0.5043293222879157
23,0.4044684561477586,0.1994105248920816,0.43420623012534504,0.2829295238728857,0.1564840404575462,0.5061249762503268
24,0.18860936741301956,0.29000686905287154,0.5600685906531294,0.27812492790469023,0.19130596232198138,0.0
25,0.1227160365475877,0.02811969729586659,0.4894410680543057,0.3519895960724122,0.3886573454459886,0.4123079549143361
26,0.18332577569073036,0.0,0.0,0.2628560612199706,0.37380692312940605,0.9446661894047624
27,0.16439469167569654,0.0,0.0,0.2638114249668102,0.34586112648255807,0.9557624561861684
28,0.6074813568938651,0.6264370547451587,0.05496226372614772,0.5329291340561418,0.066654830712296,0.08076761531842698
29,0.6084100365174561,0.6220996872965958,0.03899388531258459,0.5442240479656263,0.06934513829849322,0.08456248020068194
