,nmf__alpha,nmf__n_components,nmf__solver,rf__max_depth,rf__max_features,rf__min_samples_split,rf__n_estimators,rf__random_state
0.26288712323123775,2,7,cd,4,0.3,3,50,22
0.2683705539691648,2,7,cd,4,0.3,3,50,23
0.2659611619928878,2,7,cd,4,0.3,3,50,24
0.2598134203194962,2,7,cd,4,0.3,3,50,26
0.26885224229210536,2,7,cd,4,0.3,3,50,28
0.2664932492624014,2,7,cd,4,0.3,3,50,32
0.2675204300214462,2,7,cd,4,0.3,3,50,34
0.26320414587749824,2,7,cd,4,0.3,3,50,35
0.25971163810395864,2,7,cd,4,0.3,3,50,36
0.26412566607308435,2,7,cd,4,0.3,3,50,37
0.2586915363570763,2,7,cd,4,0.3,3,50,39
0.2645431627328853,2,7,cd,4,0.3,3,50,41
0.2662467196472318,2,7,cd,4,0.3,3,50,42
0.26810711868867443,2,7,cd,4,0.3,3,50,43
0.26908927121826587,2,7,cd,4,0.3,3,50,46
0.2656866361262704,2,7,cd,4,0.3,3,50,47
0.26479352692609737,2,7,cd,4,0.3,3,50,48
0.2691881637482076,2,7,cd,4,0.3,3,50,50
0.2601373654144262,2,7,cd,4,0.5,2,30,1
0.26951153038668474,2,7,cd,4,0.5,2,30,2
0.2661400164968747,2,7,cd,4,0.5,2,30,3
0.2664875939489847,2,7,cd,4,0.5,2,30,4
0.2663235312852635,2,7,cd,4,0.5,2,30,5
0.26168813538142904,2,7,cd,4,0.5,2,30,6
0.2614200760987332,2,7,cd,4,0.5,2,30,7
0.2680737701791252,2,7,cd,4,0.5,2,30,8
0.26503146258449817,2,7,cd,4,0.5,2,30,9
