,max_depth,max_features,min_samples_split,n_estimators,random_state
0.257103939409944,4,0.3,3,50,49
0.2589457805849979,4,0.3,3,50,50
0.26906218657330927,4,0.3,3,60,1
0.26406754342178423,4,0.3,3,60,2
0.2646797429447217,4,0.3,3,60,3
0.25927436270785964,4,0.3,3,60,4
0.261996775561841,4,0.3,3,60,5
0.26102603846181954,4,0.3,3,60,6
0.2650210154135114,4,0.3,3,60,7
0.26201849671574584,4,0.3,3,60,8
0.26186036562413406,4,0.3,3,60,9
0.26222904230157124,4,0.3,3,60,10
0.26388157237187393,4,0.3,3,60,12
0.26057347468869707,4,0.3,3,60,13
0.26917749059677193,4,0.3,3,60,14
0.2648823483679965,4,0.3,3,60,15
0.264766179585432,4,0.3,3,60,16
0.26116859678422427,4,0.3,3,60,17
0.2625694932026643,4,0.3,3,60,18
0.26940267749124724,4,0.3,3,60,19
0.26036843692420547,4,0.3,3,60,20
0.26431712217223885,4,0.3,3,60,22
0.26490069932816473,4,0.3,3,60,23
0.25567245569788355,4,0.3,3,60,24
0.2616327626183328,4,0.3,3,60,25
0.2528101195285258,4,0.3,3,60,26
0.2601599942043535,4,0.3,3,60,27
0.2566806598762663,4,0.3,3,60,28
0.26822410502874333,4,0.3,3,60,29
0.26286692286808594,4,0.3,3,60,30
0.2537416821892136,4,0.3,3,60,31
0.25400693889237785,4,0.3,3,60,32
0.2656921892386453,4,0.3,3,60,33
0.2597261021583813,4,0.3,3,60,34
0.26830971318794156,4,0.3,3,60,35
0.26640935440462954,4,0.3,3,60,36
0.26050564225962697,4,0.3,3,60,37
0.2608397488327385,4,0.3,3,60,38
0.26017578828052806,4,0.3,3,60,39
0.2647381021330309,4,0.3,3,60,40
0.25791742536782947,4,0.3,3,60,41
0.2572104674304757,4,0.3,3,60,43
0.2643740516725842,4,0.3,3,60,44
0.26492689996481955,4,0.3,3,60,45
0.2628731428683802,4,0.3,3,60,46
0.2623611534136852,4,0.3,3,60,47
0.262788328234708,4,0.3,3,60,48
0.2568492436464417,4,0.3,3,60,49
0.25739306691739516,4,0.3,3,60,50
0.25632389935613736,4,0.5,2,50,2
0.26137465806243443,4,0.5,2,50,4
0.26344419051866347,4,0.5,2,50,5
0.2680502417403482,4,0.5,2,50,6
0.2617486889973553,4,0.5,2,50,7
0.2687771998961045,4,0.5,2,50,8
0.2642869505316776,4,0.5,2,50,10
0.2594294836179388,4,0.5,2,50,11
0.26471873506218835,4,0.5,2,50,12
0.25624650843582647,4,0.5,2,50,13
0.26149792971604774,4,0.5,2,50,14
0.26762224291875997,4,0.5,2,50,15
0.2699160549417782,4,0.5,2,50,16
0.26217081284499777,4,0.5,2,50,17
0.2624590667457607,4,0.5,2,50,18
0.26383466964425156,4,0.5,2,50,20
0.2552801052101673,4,0.5,2,50,24
0.25798616057701484,4,0.5,2,50,25
0.2616318501361166,4,0.5,2,50,26
0.2667313085614286,4,0.5,2,50,28
0.2672435489625641,4,0.5,2,50,29
0.26328652334678426,4,0.5,2,50,30
0.25580851185352227,4,0.5,2,50,31
0.2615907575152384,4,0.5,2,50,32
0.26669176146328893,4,0.5,2,50,33
0.26163655897240007,4,0.5,2,50,34
0.2680650370654196,4,0.5,2,50,35
0.2668056339829734,4,0.5,2,50,36
0.2671484799529141,4,0.5,2,50,39
0.26909229811213964,4,0.5,2,50,40
0.26877836886704576,4,0.5,2,50,41
0.2574822370927486,4,0.5,2,50,43
0.2665396864134062,4,0.5,2,50,44
0.26617342692742785,4,0.5,2,50,45
0.26585393428509246,4,0.5,2,50,46
0.266218856702967,4,0.5,2,50,47
0.253634419168639,4,0.5,2,50,49
0.2597642804564495,4,0.5,2,50,50
0.25463576893676326,4,0.5,2,60,2
0.25706717790345385,4,0.5,2,60,4
0.2635030603735847,4,0.5,2,60,5
0.2686572916377457,4,0.5,2,60,6
0.26218364653343257,4,0.5,2,60,7
0.2685934313962757,4,0.5,2,60,8
0.26470820595011657,4,0.5,2,60,10
0.26059005171103805,4,0.5,2,60,11
0.2663151392942048,4,0.5,2,60,12
0.2569812941258208,4,0.5,2,60,13
0.25986651059643934,4,0.5,2,60,14
0.26713707822494276,4,0.5,2,60,15
0.2661533759549343,4,0.5,2,60,16
0.2628016807579766,4,0.5,2,60,17
0.261940050307089,4,0.5,2,60,18
0.2693496719831803,4,0.5,2,60,19
0.26478139826857333,4,0.5,2,60,20
0.2684334689025527,4,0.5,2,60,23
0.25485710970416897,4,0.5,2,60,24
0.25919939579700285,4,0.5,2,60,25
0.2590834291379092,4,0.5,2,60,26
0.26942404671916387,4,0.5,2,60,27
0.2675514861985037,4,0.5,2,60,28
0.2682742410799758,4,0.5,2,60,29
0.25996911490237046,4,0.5,2,60,30
0.26026118859175973,4,0.5,2,60,31
0.2622514382081607,4,0.5,2,60,32
0.2669395702520628,4,0.5,2,60,33
0.26691948281163974,4,0.5,2,60,34
0.2692032922947165,4,0.5,2,60,36
0.26979991540054415,4,0.5,2,60,37
0.2674588899393224,4,0.5,2,60,38
0.2670479530845074,4,0.5,2,60,39
0.26761910162437086,4,0.5,2,60,40
0.2683821850104001,4,0.5,2,60,41
0.25901720472215356,4,0.5,2,60,43
0.26008485677314,4,0.5,2,60,44
0.2670479047899168,4,0.5,2,60,45
0.2676291226303281,4,0.5,2,60,46
0.26601152973827275,4,0.5,2,60,47
0.253276347502181,4,0.5,2,60,49
0.25984248708341345,4,0.5,2,60,50
0.2612714644859668,4,0.5,3,50,2
0.26239791881126634,4,0.5,3,50,4
0.2647679670194068,4,0.5,3,50,5
0.26469329259143876,4,0.5,3,50,6
0.269210589396055,4,0.5,3,50,7
0.2655664594042735,4,0.5,3,50,8
0.265450472489985,4,0.5,3,50,9
0.26455608513685264,4,0.5,3,50,10
0.2649094502117888,4,0.5,3,50,11
0.26786321163125215,4,0.5,3,50,12
0.25961257478956246,4,0.5,3,50,13
0.26454209518590993,4,0.5,3,50,14
0.26712891474947903,4,0.5,3,50,15
0.2637721013179095,4,0.5,3,50,17
0.25860139312776526,4,0.5,3,50,18
0.26992343000084956,4,0.5,3,50,19
0.2638791774709793,4,0.5,3,50,20
0.26771737469769996,4,0.5,3,50,22
0.25348326514145236,4,0.5,3,50,24
0.25608653023830086,4,0.5,3,50,25
0.2604660885084169,4,0.5,3,50,26
0.26855842733478047,4,0.5,3,50,27
0.26926416846475565,4,0.5,3,50,28
0.2657604890237746,4,0.5,3,50,30
0.2571471009143053,4,0.5,3,50,31
0.2570072731985406,4,0.5,3,50,32
0.2695032512585965,4,0.5,3,50,33
0.26157141986515936,4,0.5,3,50,34
0.2694531061159279,4,0.5,3,50,35
0.2652143510817234,4,0.5,3,50,36
0.268993880089323,4,0.5,3,50,38
0.26817311516276454,4,0.5,3,50,41
0.2598297832802127,4,0.5,3,50,43
0.2662180109019511,4,0.5,3,50,44
0.2676108125899508,4,0.5,3,50,45
0.2682143156735296,4,0.5,3,50,46
0.2653363281499595,4,0.5,3,50,47
0.2554231053989174,4,0.5,3,50,49
0.26482662713965893,4,0.5,3,50,50
0.25842684431465374,4,0.5,3,60,2
0.25911585516051583,4,0.5,3,60,4
0.2653034757964959,4,0.5,3,60,5
0.2648473561568946,4,0.5,3,60,6
0.2681334920181481,4,0.5,3,60,7
0.2654574787622869,4,0.5,3,60,8
0.2686913557158607,4,0.5,3,60,9
0.26498871674387825,4,0.5,3,60,10
0.26507007371713753,4,0.5,3,60,11
0.2699502854930103,4,0.5,3,60,12
0.26286395930840206,4,0.5,3,60,13
0.26295281097916295,4,0.5,3,60,14
0.26980791899007167,4,0.5,3,60,15
0.2681798966221414,4,0.5,3,60,16
0.26303721602985985,4,0.5,3,60,17
0.2610283063129623,4,0.5,3,60,18
0.26907417836936104,4,0.5,3,60,19
0.26626303610175245,4,0.5,3,60,20
0.26799868186847003,4,0.5,3,60,22
0.2541623614806676,4,0.5,3,60,24
0.257513187957017,4,0.5,3,60,25
0.2591278973075166,4,0.5,3,60,26
0.26662011062773094,4,0.5,3,60,27
0.26287091784256383,4,0.5,3,60,30
0.25839594018766376,4,0.5,3,60,31
0.25847261220749984,4,0.5,3,60,32
0.2694654872400951,4,0.5,3,60,33
0.26633490907636703,4,0.5,3,60,34
0.26823362472312445,4,0.5,3,60,36
0.26850108013204704,4,0.5,3,60,37
0.26405784857471853,4,0.5,3,60,38
0.26672514248484214,4,0.5,3,60,41
0.2617860527702728,4,0.5,3,60,43
0.26268386750605954,4,0.5,3,60,44
0.2664091368935173,4,0.5,3,60,45
0.2645070414142235,4,0.5,3,60,47
0.2558091599986514,4,0.5,3,60,49
0.26276633486415285,4,0.5,3,60,50
0.2659226605001429,5,0.3,2,50,1
0.2622109111418388,5,0.3,2,50,3
0.26672668591194576,5,0.3,2,50,4
0.25950606571899953,5,0.3,2,50,5
0.26842360103700064,5,0.3,2,50,6
0.2618550550217149,5,0.3,2,50,7
0.258276840634806,5,0.3,2,50,8
0.25690670969484763,5,0.3,2,50,9
0.25847685846820573,5,0.3,2,50,10
0.2620128619802021,5,0.3,2,50,12
0.25423873238018996,5,0.3,2,50,13
0.26532029122575734,5,0.3,2,50,14
0.25818449122609965,5,0.3,2,50,15
0.26249007653600587,5,0.3,2,50,16
0.25885089450723336,5,0.3,2,50,17
0.2649813299531899,5,0.3,2,50,18
0.2683081198678367,5,0.3,2,50,19
0.25945294131723684,5,0.3,2,50,20
0.2601471599571775,5,0.3,2,50,23
0.2596531344209578,5,0.3,2,50,24
0.25899347966281655,5,0.3,2,50,25
0.26003993044138735,5,0.3,2,50,26
0.25669116886313004,5,0.3,2,50,27
0.2587133391416092,5,0.3,2,50,28
0.2602055173305618,5,0.3,2,50,29
0.2661535699708871,5,0.3,2,50,30
0.24929825640741962,5,0.3,2,50,31
0.2559698434572619,5,0.3,2,50,32
0.2656988409154582,5,0.3,2,50,33
0.25232858713130435,5,0.3,2,50,34
0.25599992511753034,5,0.3,2,50,35
0.2655390910355241,5,0.3,2,50,36
0.25925309156153953,5,0.3,2,50,37
0.26422686506896836,5,0.3,2,50,38
0.2636630060020902,5,0.3,2,50,39
0.26677366313529033,5,0.3,2,50,40
0.26478981891969305,5,0.3,2,50,41
0.26757950578198075,5,0.3,2,50,42
0.2601884080688744,5,0.3,2,50,43
0.2689292571040426,5,0.3,2,50,44
0.2684100016278009,5,0.3,2,50,45
0.2616949470957115,5,0.3,2,50,46
0.25854701389647133,5,0.3,2,50,47
0.264361157175357,5,0.3,2,50,48
0.2555600732803889,5,0.3,2,50,49
0.2624798510295859,5,0.3,2,50,50
0.2616832861179731,5,0.3,2,60,1
0.26117254518237326,5,0.3,2,60,3
0.26236421773448143,5,0.3,2,60,4
0.2584393250195981,5,0.3,2,60,5
0.2677576941275762,5,0.3,2,60,6
0.26019761657090174,5,0.3,2,60,7
0.2596837004178232,5,0.3,2,60,8
0.2611716144706608,5,0.3,2,60,9
