,MAE,Model,Features
429,0.26787118243645097,NMF->RF,All_features
597,0.2678729958882764,RF,All_features
16,0.26787363839402123,Lasso,Theory_features
2548,0.2678745774478428,NMF->RF,All_features
188,0.2678754919043859,RF,Theory_features
0,0.2678768046092128,Lasso,All_features
124,0.26787912668277736,NMF->RF,Theory_features
427,0.2678823876364153,NMF->RF,Theory_features
201,0.2678848967349107,RF,Theory_features
677,0.2678849854001225,NMF->RF,All_features
14,0.2678902460406525,RF,Theory_features
516,0.26789114980983403,NMF->RF,All_features
495,0.2678923023299386,NMF->RF,Theory_features
2250,0.2678930497851222,NMF->RF,All_features
954,0.2678942399639421,RF,Theory_features
1495,0.2678944129940215,NMF->RF,All_features
980,0.2678997509355395,RF,All_features
2538,0.2678999235371913,NMF->RF,All_features
680,0.2679029840061744,NMF->RF,All_features
61,0.26790326620690225,NMF->DT,All_features
629,0.26790467148766023,NMF->DT (MF),All_features
111,0.2679048685022112,Lasso,All_features
365,0.2679093564357952,RF,All_features
253,0.26791023197407754,RF,Theory_features
951,0.26791158317875896,RF,All_features
433,0.26791418878528805,NMF->RF,Theory_features
26,0.26791466147064885,NMF->DT (MF),Theory_features
33,0.2679149920574731,Lasso,Theory_features
116,0.2679168980375815,NMF->RF,All_features
757,0.2679178716539047,NMF->RF,Theory_features
2505,0.267919025330179,NMF->RF,All_features
18,0.26792012740091153,NMF->DT (MF),Theory_features
1866,0.2679206774310357,NMF->RF,All_features
107,0.2679229323531586,NMF->RF,All_features
326,0.2679239142904096,NMF->RF,All_features
2875,0.2679252980318732,NMF->RF,All_features
175,0.2679278753469503,NMF->RF,All_features
2508,0.2679297475744377,NMF->RF,All_features
348,0.2679303939252916,RF,Theory_features
785,0.2679312252380033,RF,Theory_features
2816,0.2679323702098989,NMF->RF,All_features
294,0.2679349353181732,NMF->DT (MF),All_features
537,0.2679359465747918,NMF->RF,Theory_features
770,0.26793813119253795,NMF->RF,All_features
7,0.2679396841687762,NMF->DT (MF),All_features
113,0.2679410699656091,RF,Theory_features
3157,0.26794180998032,NMF->RF,All_features
1775,0.2679481616364104,NMF->RF,All_features
2787,0.2679565068178131,NMF->RF,All_features
118,0.2679570168950997,NMF->RF,All_features
828,0.2679574911159304,NMF->RF,All_features
665,0.26795831082662586,NMF->RF,Theory_features
813,0.26796114976792473,NMF->RF,All_features
925,0.26796199616260474,RF,Theory_features
289,0.2679683138951957,NMF->DT (MF),All_features
12,0.26797018283285856,DT (MF),Theory_features
875,0.2679716913470038,RF,Theory_features
20,0.2679718543706203,NMF->DT (MF),Theory_features
664,0.2679720621567149,NMF->RF,All_features
139,0.2679752939070318,NMF->DT (MF),All_features
661,0.26797671346314245,NMF->RF,Theory_features
109,0.2679773127952346,NMF->DT,All_features
39,0.2679784421065355,NMF->DT (MF),Theory_features
15,0.2679785673281802,NMF->DT (MF),All_features
85,0.2679835600907029,NMF->DT (MF),Theory_features
347,0.26798542298937417,NMF->RF,Theory_features
870,0.2679864131421808,NMF->RF,Theory_features
119,0.2679865644222136,RF,Theory_features
825,0.2679875910610016,RF,Theory_features
260,0.2679909321859119,NMF->DT (MF),All_features
549,0.26799304489672143,NMF->RF,Theory_features
1645,0.2679966577277683,NMF->RF,All_features
227,0.2679980354410597,NMF->RF,Theory_features
590,0.26799868186847003,RF,Theory_features
2808,0.26800065527437844,NMF->RF,All_features
34,0.2680061624499627,NMF->DT,All_features
816,0.26800641087949706,NMF->RF,Theory_features
1767,0.26800743564059576,NMF->RF,All_features
239,0.2680094117735472,NMF->RF,Theory_features
831,0.26801008537132337,NMF->RF,Theory_features
2124,0.268012425739349,NMF->RF,All_features
1071,0.26801244660589546,NMF->RF,All_features
71,0.268014147367783,RF,Theory_features
1774,0.26801515734643994,NMF->RF,All_features
40,0.26801758959393385,NMF->RF,All_features
11,0.2680199127242659,NMF->DT,All_features
667,0.2680219195692321,NMF->RF,All_features
2546,0.26802798440994463,NMF->RF,All_features
439,0.26802823190587355,NMF->RF,All_features
790,0.26802909054909485,RF,All_features
602,0.26803622237104885,NMF->DT (MF),All_features
750,0.2680371046111281,NMF->RF,All_features
650,0.26803908952805044,NMF->RF,Theory_features
3236,0.26803920480704146,NMF->RF,All_features
91,0.2680397741434103,NMF->DT,All_features
2528,0.2680444508293271,NMF->RF,All_features
2820,0.26804460450093703,NMF->RF,All_features
722,0.2680446762899542,NMF->DT (MF),All_features
920,0.2680491888470407,NMF->RF,All_features
456,0.2680502417403482,RF,Theory_features
322,0.2680549989753747,NMF->RF,Theory_features
543,0.2680587615146574,NMF->DT (MF),All_features
209,0.2680606718973504,NMF->RF,Theory_features
2964,0.2680618907639686,NMF->RF,All_features
30,0.26806217671217675,DT (MF),Theory_features
505,0.2680631163616856,NMF->RF,All_features
2824,0.268063652625758,NMF->RF,All_features
133,0.26806428467783555,NMF->RF,Theory_features
526,0.2680647827562742,NMF->RF,All_features
479,0.2680650370654196,RF,Theory_features
11,0.2680652855081426,DT (MF),All_features
131,0.2680667804878952,Lasso,All_features
132,0.2680670799553109,NMF->RF,Theory_features
487,0.2680737701791252,NMF->RF,Theory_features
2785,0.26807678982086264,NMF->RF,All_features
22,0.2680775910213912,NMF->DT,All_features
247,0.2680794294091287,NMF->RF,All_features
439,0.26808352829841925,NMF->RF,Theory_features
352,0.2680879364474624,NMF->RF,Theory_features
621,0.2680894053801971,RF,All_features
9,0.2680900143099695,NMF->RF,Theory_features
11,0.2680915903155029,Lasso,All_features
175,0.2680920458991296,NMF->RF,Theory_features
97,0.2680944269856181,NMF->RF,All_features
858,0.2680979816073468,NMF->RF,Theory_features
149,0.2680989151469608,Lasso,Theory_features
145,0.2681000328050882,RF,Theory_features
2747,0.26810015667175185,NMF->RF,All_features
406,0.26810170497667835,NMF->RF,All_features
496,0.2681031025144157,NMF->DT (MF),All_features
416,0.2681057803983664,NMF->DT (MF),All_features
475,0.26810711868867443,NMF->RF,Theory_features
716,0.2681083075039129,NMF->RF,Theory_features
355,0.2681140503108293,NMF->DT (MF),All_features
6,0.26811587443551466,NMF->RF,All_features
2704,0.2681164561577133,NMF->RF,All_features
2830,0.26811722046693165,NMF->RF,All_features
693,0.2681172847658922,NMF->RF,All_features
25,0.2681174076895125,Lasso,All_features
64,0.2681203306906461,NMF->RF,All_features
99,0.26812176771236385,RF,Theory_features
304,0.2681231051928482,RF,All_features
1,0.2681235243507347,NMF->DT,All_features
58,0.2681276041469802,NMF->RF,All_features
535,0.26812857689671904,NMF->RF,All_features
262,0.2681326423427388,RF,Theory_features
76,0.26813346326843834,NMF->DT (MF),All_features
576,0.2681334920181481,RF,Theory_features
747,0.2681344438531739,NMF->RF,All_features
263,0.2681358392706216,RF,All_features
383,0.2681359229934689,RF,All_features
3337,0.268139917556081,NMF->RF,All_features
225,0.26814332650457645,RF,All_features
685,0.268144034713948,NMF->DT (MF),All_features
276,0.2681441983682387,NMF->RF,All_features
154,0.2681452641254351,RF,Theory_features
25,0.2681457525651454,NMF->RF,Theory_features
20,0.2681476748410231,NMF->RF,Theory_features
622,0.26815070885676656,NMF->DT (MF),All_features
821,0.26815078580778684,NMF->RF,Theory_features
753,0.2681518709664945,NMF->RF,All_features
177,0.2681518992150588,NMF->DT (MF),All_features
226,0.26815599731997075,NMF->RF,Theory_features
558,0.2681595205078701,NMF->RF,All_features
38,0.26816111232040185,NMF->DT (MF),All_features
87,0.2681622130399175,NMF->DT,All_features
736,0.2681637184023958,NMF->RF,All_features
38,0.26816420196845525,Lasso,Theory_features
608,0.2681661666438138,NMF->DT (MF),All_features
15,0.2681665195295545,NMF->RF,Theory_features
564,0.2681731151627645,RF,Theory_features
345,0.2681742664137569,NMF->RF,Theory_features
336,0.2681781445057731,NMF->RF,Theory_features
585,0.2681798966221414,RF,Theory_features
578,0.26818061396579035,NMF->RF,All_features
75,0.2681810043709941,NMF->RF,Theory_features
378,0.2681822755521322,NMF->RF,All_features
768,0.26818296561798977,NMF->RF,All_features
3041,0.2681836674802996,NMF->RF,All_features
330,0.26819468245393224,NMF->RF,Theory_features
955,0.2681958892219969,RF,Theory_features
489,0.2681997395062289,NMF->RF,Theory_features
568,0.2682036198417922,NMF->RF,Theory_features
1098,0.2682076706540157,NMF->RF,All_features
565,0.2682097908736751,NMF->DT (MF),All_features
11,0.2682106052996001,Lasso,Theory_features
629,0.2682115450261501,NMF->RF,Theory_features
568,0.2682143156735296,RF,Theory_features
160,0.2682179372119823,RF,All_features
34,0.2682197808520126,RF,Theory_features
12,0.2682208478335912,NMF->RF,Theory_features
338,0.2682218376682441,NMF->RF,Theory_features
432,0.2682241050287433,RF,Theory_features
1566,0.26822533708790364,NMF->RF,All_features
17,0.2682258054966909,NMF->DT (MF),All_features
277,0.2682283487847573,RF,All_features
154,0.2682300894467605,NMF->RF,Theory_features
13,0.2682301897283678,NMF->DT,All_features
55,0.26823306943978115,NMF->RF,Theory_features
289,0.2682334667959908,NMF->RF,Theory_features
600,0.26823362472312445,RF,Theory_features
186,0.26823381970272303,NMF->RF,All_features
90,0.2682353107909831,NMF->DT (MF),Theory_features
832,0.2682363258486956,RF,Theory_features
430,0.26823761115181505,NMF->DT (MF),All_features
207,0.2682437877754233,RF,All_features
354,0.2682526956204555,NMF->RF,All_features
1859,0.2682558001912267,NMF->RF,All_features
816,0.2682587898845573,RF,Theory_features
244,0.26826034958568146,RF,Theory_features
722,0.2682629107966858,NMF->RF,Theory_features
476,0.26826457204793336,NMF->DT (MF),All_features
676,0.26826758395057626,NMF->DT (MF),All_features
222,0.2682679273848831,RF,Theory_features
236,0.26827213982745385,NMF->RF,Theory_features
514,0.2682742410799758,RF,Theory_features
608,0.2682799334101101,NMF->RF,Theory_features
57,0.26828250948719906,Lasso,All_features
538,0.2682842877538164,NMF->DT (MF),All_features
146,0.2682858615041909,NMF->DT (MF),All_features
2503,0.2682895124731151,NMF->RF,All_features
225,0.2682908618225671,NMF->RF,Theory_features
18,0.2682918767356769,NMF->DT,All_features
640,0.2682958422052685,NMF->DT (MF),All_features
311,0.2682965022618034,NMF->RF,Theory_features
508,0.26829856527344376,RF,All_features
550,0.2683002338149403,NMF->RF,Theory_features
245,0.2683034386308437,NMF->RF,All_features
46,0.2683034979450932,NMF->RF,Theory_features
690,0.2683038017219052,NMF->DT (MF),All_features
626,0.2683081198678367,RF,Theory_features
438,0.2683097131879416,RF,Theory_features
904,0.26831232483249834,RF,All_features
2842,0.26831629317699884,NMF->RF,All_features
75,0.2683178236135098,RF,Theory_features
206,0.268319394580135,NMF->RF,All_features
454,0.268325804590542,NMF->RF,Theory_features
2486,0.26832929687587176,NMF->RF,All_features
559,0.26833001185406924,NMF->RF,All_features
170,0.26833352011379424,RF,Theory_features
113,0.26833441745909864,RF,All_features
62,0.26833589475305325,RF,Theory_features
3165,0.268336466589081,NMF->RF,All_features
782,0.2683367789366223,NMF->RF,All_features
94,0.2683425914168289,NMF->RF,Theory_features
259,0.26834305640458583,NMF->RF,Theory_features
830,0.2683434471507416,RF,Theory_features
188,0.2683435866882864,NMF->RF,Theory_features
1041,0.26834477658758604,NMF->RF,All_features
2101,0.2683459548279057,NMF->RF,All_features
815,0.2683492318264429,RF,Theory_features
673,0.26835011750853105,NMF->RF,All_features
585,0.2683524868681121,NMF->RF,Theory_features
31,0.26835278492851433,NMF->DT (MF),All_features
340,0.26835400743864063,NMF->RF,All_features
25,0.268357414882914,RF,Theory_features
582,0.26835775999650546,NMF->DT (MF),All_features
84,0.2683595381106049,RF,All_features
51,0.268362482545772,NMF->RF,All_features
232,0.2683644934155036,NMF->RF,Theory_features
45,0.2683653322721066,NMF->RF,Theory_features
298,0.2683653887607032,NMF->RF,Theory_features
855,0.2683666604273651,NMF->RF,Theory_features
1017,0.2683701529553245,RF,All_features
463,0.2683705539691648,NMF->RF,Theory_features
160,0.2683720168879202,NMF->RF,Theory_features
636,0.2683732641064939,NMF->DT (MF),All_features
133,0.26837529662994114,NMF->DT (MF),All_features
124,0.2683763106397608,RF,Theory_features
229,0.2683779011452312,NMF->RF,Theory_features
225,0.26837826396160913,NMF->RF,All_features
64,0.26838137651912586,NMF->DT,All_features
248,0.26838163271650045,NMF->RF,Theory_features
525,0.2683821850104001,RF,Theory_features
685,0.26838375317470736,NMF->RF,Theory_features
381,0.26839498093468683,NMF->RF,Theory_features
107,0.2683979477158695,NMF->DT,All_features
243,0.2683982987676527,NMF->RF,Theory_features
328,0.2684009021113054,NMF->RF,Theory_features
607,0.2684013466611558,NMF->RF,Theory_features
73,0.2684026398980983,NMF->DT (MF),All_features
584,0.2684034046345297,NMF->RF,All_features
2110,0.2684041807944977,NMF->RF,All_features
70,0.2684042097632101,NMF->RF,All_features
2175,0.2684043352447617,NMF->RF,All_features
870,0.2684097381475168,NMF->RF,All_features
650,0.2684100016278009,RF,Theory_features
313,0.26841031156760986,RF,All_features
2936,0.26841436579550804,NMF->RF,All_features
138,0.2684200424927693,Lasso,Theory_features
1851,0.2684207726123587,NMF->RF,All_features
614,0.26842360103700064,RF,Theory_features
204,0.2684269869738153,NMF->DT (MF),All_features
740,0.2684272672525005,NMF->RF,Theory_features
80,0.2684275292454511,NMF->DT,All_features
147,0.268429100802508,NMF->DT (MF),All_features
796,0.2684306601867809,RF,Theory_features
152,0.268431754501884,NMF->DT (MF),All_features
4,0.2684333274246526,NMF->RF,Theory_features
2950,0.26843343067564146,NMF->RF,All_features
508,0.2684334689025527,RF,Theory_features
147,0.26843363157545697,NMF->RF,All_features
54,0.2684346415449615,NMF->RF,Theory_features
141,0.2684349057442606,NMF->RF,All_features
660,0.2684366165485421,NMF->RF,All_features
764,0.2684402025065044,NMF->RF,Theory_features
308,0.2684416521406689,NMF->RF,Theory_features
799,0.26844309264916544,NMF->RF,Theory_features
90,0.26844383186715665,NMF->RF,All_features
127,0.2684445628928168,NMF->DT (MF),All_features
679,0.2684448495082099,NMF->RF,All_features
2673,0.26844565060612696,NMF->RF,All_features
767,0.2684488092687952,NMF->RF,All_features
188,0.26845175146830424,NMF->DT (MF),All_features
555,0.2684518427000712,NMF->RF,All_features
546,0.2684525950762189,NMF->RF,All_features
1037,0.2684573936183175,NMF->RF,All_features
771,0.2684588938421735,NMF->RF,All_features
540,0.2684625429245479,NMF->RF,Theory_features
35,0.2684634536223304,NMF->RF,All_features
15,0.2684639502959469,NMF->RF,All_features
161,0.2684673081239097,Lasso,Theory_features
910,0.2684689699260496,RF,Theory_features
12,0.2684703842940685,DT (MF),All_features
521,0.2684710457444049,NMF->RF,Theory_features
123,0.2684723861966361,NMF->DT (MF),All_features
2798,0.2684731939228835,NMF->RF,All_features
387,0.2684857896998066,NMF->RF,Theory_features
158,0.2684865254962649,NMF->DT (MF),All_features
704,0.26848658304622736,NMF->RF,All_features
856,0.268486788844273,NMF->RF,Theory_features
450,0.26848706614430995,NMF->RF,All_features
881,0.26849096944629114,RF,Theory_features
198,0.2684933575934447,NMF->RF,All_features
654,0.26849536260581797,NMF->DT (MF),All_features
888,0.2684955315280969,RF,All_features
1865,0.26849605734388354,NMF->RF,All_features
385,0.2684976162102006,NMF->RF,Theory_features
804,0.268499143866112,NMF->RF,All_features
311,0.2684995455264993,RF,Theory_features
1475,0.2684995598877068,NMF->RF,All_features
571,0.26850017358017936,RF,All_features
601,0.26850108013204704,RF,Theory_features
842,0.2685035078157773,RF,All_features
2475,0.2685073571710304,NMF->RF,All_features
444,0.26850828104487,NMF->RF,All_features
656,0.2685084128069091,NMF->DT (MF),All_features
189,0.26850932990519794,NMF->RF,Theory_features
897,0.2685108562189035,RF,All_features
218,0.2685117651344076,NMF->DT (MF),All_features
57,0.26851517949560005,NMF->RF,All_features
163,0.2685185338559753,RF,Theory_features
43,0.2685216343051388,NMF->RF,Theory_features
437,0.2685245131914766,RF,All_features
241,0.2685256600542816,RF,Theory_features
152,0.2685272567225946,NMF->RF,Theory_features
22,0.2685291940185988,NMF->DT (MF),All_features
973,0.2685294818110983,NMF->RF,All_features
235,0.2685351401186701,RF,All_features
264,0.268536823321457,NMF->RF,All_features
449,0.2685370837495837,NMF->DT (MF),All_features
212,0.2685382200678681,NMF->RF,All_features
9,0.26853822248782583,Lasso,All_features
817,0.26854029533378515,RF,Theory_features
24,0.2685430711556695,NMF->DT (MF),Theory_features
310,0.26854319490224354,NMF->RF,All_features
275,0.2685445364949885,NMF->RF,Theory_features
543,0.2685509279613293,NMF->RF,Theory_features
740,0.2685534473807346,RF,Theory_features
554,0.2685584273347805,RF,Theory_features
887,0.2685638159707815,RF,All_features
105,0.2685648012602322,NMF->RF,All_features
2774,0.2685658949049076,NMF->RF,All_features
538,0.2685661113978059,NMF->RF,All_features
248,0.2685664918320149,RF,Theory_features
