MAE,Model,Features,nmf__alpha,nmf__n_components,nmf__solver,dt__max_depth,dt__min_samples_split,dt__random_state,dt__max_features,rf__max_depth,rf__max_features,rf__min_samples_split,rf__n_estimators,rf__random_state,alpha,random_state,tol,max_depth,max_features,min_samples_split,n_estimators
0.25789253850634003,NMF->RF,All_features,1.0,6.0,cd,,,,,4.0,0.5,3.0,50.0,24.0,,,,,,,
0.2578956982453892,NMF->RF,All_features,1.0,7.0,cd,,,,,4.0,0.5,3.0,50.0,50.0,,,,,,,
0.2579004164321915,NMF->DT (MF),Theory_features,2.0,5.0,cd,3.0,3.0,16.0,0.5,,,,,,,,,,,,
0.25790250380619595,NMF->RF,All_features,2.0,7.0,cd,,,,,5.0,0.3,3.0,30.0,35.0,,,,,,,
0.2579061031681853,NMF->DT (MF),All_features,1.0,7.0,cd,5.0,2.0,16.0,0.3,,,,,,,,,,,,
0.2579063996978377,NMF->DT (MF),All_features,2.0,6.0,cd,5.0,4.0,5.0,0.5,,,,,,,,,,,,
0.2579100939582761,NMF->RF,All_features,2.0,5.0,cd,,,,,5.0,0.3,2.0,30.0,24.0,,,,,,,
0.25791091453799675,RF,All_features,,,,,,,,,,,,,,20.0,,3.0,0.3,3.0,50.0
0.2579119707795533,NMF->RF,All_features,2.0,7.0,cd,,,,,4.0,0.5,3.0,30.0,35.0,,,,,,,
0.2579131102057731,NMF->RF,All_features,1.0,7.0,cd,,,,,5.0,0.5,2.0,30.0,26.0,,,,,,,
0.2579147396541297,NMF->RF,Theory_features,2.0,7.0,cd,,,,,4.0,0.5,2.0,50.0,24.0,,,,,,,
0.2579171411824221,NMF->RF,All_features,2.0,5.0,cd,,,,,5.0,0.3,2.0,50.0,15.0,,,,,,,
0.2579174253678295,RF,Theory_features,,,,,,,,,,,,,,41.0,,4.0,0.3,3.0,60.0
0.2579178589985462,RF,Theory_features,,,,,,,,,,,,,,32.0,,3.0,0.3,3.0,50.0
0.2579205541259709,RF,All_features,,,,,,,,,,,,,,8.0,,4.0,0.3,2.0,60.0
0.25792367304765434,NMF->DT (MF),All_features,0.5,5.0,cd,5.0,3.0,17.0,0.3,,,,,,,,,,,,
0.2579244257559972,NMF->RF,All_features,1.0,7.0,cd,,,,,4.0,0.5,2.0,30.0,29.0,,,,,,,
0.2579244774552312,NMF->RF,All_features,2.0,6.0,cd,,,,,5.0,0.5,2.0,50.0,18.0,,,,,,,
0.2579252150882238,NMF->RF,All_features,1.0,7.0,cd,,,,,5.0,0.3,2.0,50.0,17.0,,,,,,,
0.2579264691342825,NMF->RF,All_features,2.0,5.0,cd,,,,,4.0,0.5,3.0,30.0,28.0,,,,,,,
0.25792796929266737,NMF->DT (MF),All_features,2.0,6.0,cd,4.0,2.0,27.0,0.5,,,,,,,,,,,,
0.25793516194367755,NMF->RF,All_features,2.0,5.0,cd,,,,,5.0,0.5,3.0,50.0,38.0,,,,,,,
0.2579421017378314,RF,All_features,,,,,,,,,,,,,,12.0,,3.0,0.3,3.0,50.0
0.25794248363054145,NMF->RF,Theory_features,2.0,7.0,cd,,,,,4.0,0.5,2.0,50.0,16.0,,,,,,,
0.2579431166333289,RF,Theory_features,,,,,,,,,,,,,,17.0,,3.0,0.5,2.0,60.0
0.2579471612823337,Lasso,All_features,,,,,,,,,,,,,0.01,35.0,0.1,,,,
0.2579521092893616,NMF->RF,All_features,2.0,6.0,cd,,,,,5.0,0.3,2.0,50.0,18.0,,,,,,,
0.2579525755866697,RF,All_features,,,,,,,,,,,,,,50.0,,4.0,0.3,3.0,60.0
0.2579532624420636,NMF->RF,All_features,1.0,5.0,cd,,,,,5.0,0.3,2.0,50.0,13.0,,,,,,,
0.2579589643395713,NMF->RF,All_features,1.0,5.0,cd,,,,,4.0,0.5,3.0,50.0,31.0,,,,,,,
0.2579695490189392,NMF->RF,All_features,1.0,7.0,cd,,,,,5.0,0.5,2.0,30.0,20.0,,,,,,,
0.2579699213956463,NMF->RF,All_features,2.0,7.0,cd,,,,,5.0,0.3,2.0,50.0,4.0,,,,,,,
0.25797126203410364,NMF->RF,All_features,1.0,7.0,cd,,,,,4.0,0.5,3.0,50.0,44.0,,,,,,,
0.2579735301609685,RF,All_features,,,,,,,,,,,,,,6.0,,5.0,0.5,2.0,50.0
0.2579768354689789,RF,All_features,,,,,,,,,,,,,,35.0,,4.0,0.5,3.0,50.0
0.2579774529025838,NMF->RF,All_features,1.0,7.0,cd,,,,,4.0,0.5,2.0,50.0,43.0,,,,,,,
0.25798616057701484,RF,Theory_features,,,,,,,,,,,,,,25.0,,4.0,0.5,2.0,50.0
