Unnamed: 0,0.2313330387673167,0.2303174146191629,0.22819203832018256,0.2272672655393896,0.23171785971964545,0.22808811268096985
Party_ban,0.24969807763251856,0.3263707217937111,0.25452848122752736,0.38064204117355904,,
Freemv_dom,0.1385764923458739,0.19006455544387046,0.21833091382248895,0.3629912289747202,,
Freemv_M,0.22293577775456566,0.3065144185446149,0.2274269861741656,0.3455103158659957,0.1995414083010409,0.0
Freemv_foreign,0.14124574528886916,0.2559978545431729,0.2382889368151644,0.3393651684439435,,
Sexwrk_condom,0.19008721068960704,0.2613228859959285,0.20123489476503312,0.31590090645865965,0.15757279244339487,0.008314285714285698
Relig_freeMK,0.20759451855863106,0.27867848227084546,0.2284810110547048,0.312729280551318,,
Polrights_indx,0.11681291023870402,0.18490294776610586,0.20348592963467607,0.3056140483698457,,
Relig_freeCIRI,0.048808496784112435,0.10132237210364177,0.18806478515223998,0.3040836784592445,,
Phys_secF,0.18209576533177327,0.12268506764653568,0.15368669764634532,0.29705226534634394,0.08626157596965227,0.0
Soc_powerdist,0.10783669748725737,0.13539965704754509,0.15366757266225756,0.29285620947134816,0.09045163131596744,0.0
Rape_report,0.2269690955875531,0.2396983277693659,0.1856389052371721,0.28960233229316057,0.1295194599060665,0.0
Free_assem,0.07515442188588382,0.08386018102948058,0.16932938731204544,0.281933969033468,,
Free_discuss,0.21368211658144431,0.2840858766124404,0.18752877275845334,0.2774396475810475,0.15732543723169018,0.019041666666666655
Pol_cand_restr,0.20196408207963776,0.2497783168227979,0.2497000627465577,0.2772015238852525,,
Free_polit,0.10083844049951103,0.1859876865183197,0.19486979576888905,0.2610259918599598,,
M_school,0.119635773517293,0.20828292705040302,0.1580385522779828,0.2607576595458828,,
Species_survival,0.15127064378424154,0.2070900339793936,0.17459816311763154,0.2539991017170859,,
Literacy_15_24yrs,0.2283817352944601,0.2691312051233058,0.2322199331719633,0.25376774301498234,0.20431315738550715,0.0
Ethnic_fract,0.110427056177221,0.15328945573085076,0.1154413226835368,0.2521357463199745,,
Pol_impris,0.04102197228072281,0.07060322745163611,0.14727481053262662,0.24890466605605194,,
Primary_school,0.1700160703966588,0.22967061256785054,0.2036375148316355,0.2474305362689844,,
Infant_vaccines,0.16745299752935275,0.2334468545193537,0.204372393068665,0.2469929371389107,,
Freemv_F,0.2065660891662558,0.2534422786148267,0.19637480380638,0.2395241634817171,0.19691180999379207,0.0
Physrights_indx,0.0422525140012518,0.1265160061271581,0.15206864116660218,0.23750218263629305,,
Democ,0.2659765528224256,0.3611106630860677,0.19660404742421655,0.2361927489912275,0.16731378070123498,0.0
