,dt__max_depth,dt__max_features,dt__min_samples_split,dt__random_state,nmf__alpha,nmf__n_components,nmf__solver
0.2607788629721116,5,0.5,3,48,2.0,5,cd
0.2663851641591668,5,0.5,3,50,2.0,7,cd
0.25790639969783774,5,0.5,4,5,2.0,6,cd
0.2681031025144157,5,0.5,4,6,2.0,5,cd
0.22819203832018256,5,0.5,4,6,2.0,6,cd
0.2629471404467437,5,0.5,4,19,1.0,5,cd
0.26577162324448034,5,0.5,4,19,1.0,7,cd
0.2638097420165841,5,0.5,4,24,2.0,5,cd
0.25982811889907476,5,0.5,4,24,2.0,6,cd
0.2696285475598434,5,0.5,4,26,1.0,6,cd
0.2690844072912432,5,0.5,4,28,2.0,5,cd
0.26871911194159087,5,0.5,4,28,2.0,6,cd
0.2695458048054507,5,0.5,4,29,1.0,6,cd
0.26343711975174466,5,0.5,4,29,1.0,7,cd
0.262716737758173,5,0.5,4,34,2.0,6,cd
0.26910464726616506,5,0.5,4,36,2.0,6,cd
0.24298409879430263,5,0.5,4,38,2.0,6,cd
0.26983417316899116,5,0.5,4,48,1.0,7,cd
0.26541766370576914,5,0.5,4,48,2.0,5,cd
0.2635031168647667,5,0.5,4,49,2.0,7,cd
0.2688115181326247,5,0.7,2,3,1.0,6,cd
0.25824055684145497,5,0.7,2,4,2.0,5,cd
0.2570646986692534,5,0.7,2,8,2.0,6,cd
0.25899450262317314,5,0.7,2,11,1.0,7,cd
0.26592150660382935,5,0.7,2,13,2.0,5,cd
0.24776797690130448,5,0.7,2,13,2.0,6,cd
0.25163059009972766,5,0.7,2,19,2.0,6,cd
0.2676420692750598,5,0.7,2,22,2.0,6,cd
0.25703395562094195,5,0.7,2,23,2.0,6,cd
0.25968775858075793,5,0.7,2,25,1.0,6,cd
0.26557939843536477,5,0.7,2,25,1.0,7,cd
0.255793066180028,5,0.7,2,25,2.0,5,cd
0.2608152847533214,5,0.7,2,26,2.0,5,cd
0.26288080407327263,5,0.7,2,29,2.0,7,cd
0.24018821025193618,5,0.7,2,32,1.0,6,cd
0.26460219591326367,5,0.7,2,32,1.0,7,cd
0.26681165462669365,5,0.7,2,32,2.0,6,cd
0.2629273435808112,5,0.7,2,34,2.0,6,cd
0.2528996117043837,5,0.7,2,35,1.0,7,cd
0.26498542021470595,5,0.7,2,36,2.0,6,cd
0.267414505793116,5,0.7,2,37,2.0,6,cd
0.2520654558803601,5,0.7,2,39,1.0,7,cd
0.26202536497914775,5,0.7,2,41,1.0,6,cd
0.25980649167395004,5,0.7,2,42,1.0,5,cd
0.2545715827540098,5,0.7,2,44,2.0,6,cd
0.2682842877538164,5,0.7,2,47,1.0,7,cd
0.26500005021732137,5,0.7,2,49,2.0,6,cd
0.2648208690711873,5,0.7,2,50,2.0,7,cd
0.26280352040526034,5,0.7,3,4,2.0,5,cd
0.2562544692588622,5,0.7,3,5,2.0,6,cd
0.2680587615146574,5,0.7,3,6,1.0,7,cd
0.2582683516565614,5,0.7,3,8,2.0,6,cd
0.2657583544097595,5,0.7,3,9,1.0,6,cd
0.2673044412976501,5,0.7,3,9,2.0,6,cd
0.2692744399062047,5,0.7,3,10,2.0,6,cd
0.2697391542994499,5,0.7,3,11,1.0,7,cd
0.26199358521988636,5,0.7,3,11,2.0,6,cd
0.25952493291889733,5,0.7,3,13,2.0,6,cd
0.269684015966024,5,0.7,3,18,2.0,6,cd
0.26876974875832893,5,0.7,3,19,2.0,6,cd
0.2635663802274571,5,0.7,3,20,2.0,6,cd
0.25533485177840004,5,0.7,3,22,2.0,6,cd
0.23747645805693324,5,0.7,3,23,2.0,5,cd
0.24837344699626882,5,0.7,3,23,2.0,6,cd
0.2550795933920305,5,0.7,3,25,2.0,5,cd
0.26498089195725294,5,0.7,3,30,2.0,5,cd
0.2561858641274115,5,0.7,3,32,1.0,6,cd
0.24990896108109836,5,0.7,3,32,2.0,6,cd
0.2686805408035046,5,0.7,3,34,2.0,6,cd
0.26375904730771804,5,0.7,3,37,1.0,7,cd
0.2692935709219047,5,0.7,3,39,1.0,6,cd
0.2686221709883348,5,0.7,3,39,1.0,7,cd
0.2682097908736751,5,0.7,3,44,2.0,6,cd
0.2639411878932282,5,0.7,3,46,2.0,5,cd
0.26868613452436885,5,0.7,3,47,1.0,7,cd
0.26580269389874517,5,0.7,3,49,2.0,6,cd
0.2656846475443417,5,0.7,3,50,1.0,6,cd
0.26690357566863776,5,0.7,3,50,2.0,7,cd
0.24616987063966428,5,0.7,4,4,1.0,6,cd
0.26660632878608437,5,0.7,4,4,2.0,5,cd
0.2571461519471934,5,0.7,4,6,1.0,7,cd
0.2576889534129018,5,0.7,4,9,1.0,6,cd
0.26628846830061975,5,0.7,4,9,2.0,6,cd
0.2580948722021061,5,0.7,4,10,2.0,6,cd
0.26017724537453846,5,0.7,4,11,2.0,6,cd
0.269037633409954,5,0.7,4,12,2.0,6,cd
0.2620325802059866,5,0.7,4,13,2.0,5,cd
0.24744861947862148,5,0.7,4,13,2.0,6,cd
0.2678473489024364,5,0.7,4,14,2.0,5,cd
0.26835775999650546,5,0.7,4,19,1.0,7,cd
0.2600278695549409,5,0.7,4,19,2.0,7,cd
0.26895370810656977,5,0.7,4,22,2.0,6,cd
0.26973530350601777,5,0.7,4,23,2.0,6,cd
0.25748610076833683,5,0.7,4,24,2.0,5,cd
0.2653114051815449,5,0.7,4,25,1.0,7,cd
0.26526500634961275,5,0.7,4,29,2.0,7,cd
0.257154152105914,5,0.7,4,30,2.0,5,cd
0.26638397203481234,5,0.7,4,30,2.0,7,cd
0.2570254926150476,5,0.7,4,32,1.0,6,cd
0.2524332520446691,5,0.7,4,32,2.0,6,cd
0.25599057063128655,5,0.7,4,34,2.0,6,cd
0.25484599355138937,5,0.7,4,36,2.0,6,cd
0.26586185879181523,5,0.7,4,37,2.0,6,cd
0.26168042066629027,5,0.7,4,38,2.0,5,cd
0.26958634089999634,6,0.3,2,4,1.0,5,cd
0.2641136001333425,6,0.3,2,9,1.0,5,cd
0.2689459984348467,6,0.3,2,13,2.0,5,cd
0.246784620141763,6,0.3,2,13,2.0,6,cd
0.26997942176870743,6,0.3,2,14,0.5,6,cd
0.26803622237104885,6,0.3,2,16,1.0,7,cd
0.26630679910658905,6,0.3,2,24,2.0,5,cd
0.26659394615553733,6,0.3,2,27,2.0,6,cd
0.26892846962861144,6,0.3,2,29,2.0,6,cd
0.2543686190093754,6,0.3,2,33,2.0,7,cd
0.2647659759579209,6,0.3,2,43,1.0,6,cd
0.2681661666438138,6,0.3,2,48,0.5,5,cd
0.26014069445047705,6,0.3,3,8,1.0,7,cd
0.26630760945403803,6,0.3,3,13,2.0,6,cd
0.26950394116904897,6,0.3,3,17,2.0,6,cd
0.2644198659846713,6,0.3,3,19,1.0,7,cd
0.2631348603777175,6,0.3,3,26,0.5,6,cd
0.2694056647010981,6,0.3,3,28,0.5,5,cd
0.2272672655393896,6,0.3,3,45,2.0,6,cd
0.2665972483343724,6,0.3,3,46,2.0,5,cd
0.26879692272013705,6,0.3,3,48,1.0,5,cd
0.2562901867265711,6,0.3,3,50,1.0,5,cd
0.2560557303279549,6,0.3,3,50,2.0,6,cd
0.2528293999651143,6,0.3,4,4,1.0,5,cd
0.26600512347129995,6,0.3,4,6,1.0,5,cd
0.26815070885676656,6,0.3,4,6,1.0,7,cd
0.26913819159265134,6,0.3,4,7,2.0,6,cd
0.25325769171304885,6,0.3,4,9,2.0,6,cd
0.25261806890220206,6,0.3,4,10,1.0,6,cd
0.2540928769805277,6,0.3,4,14,2.0,5,cd
0.25483579371142395,6,0.3,4,14,2.0,6,cd
0.26863282119926857,6,0.3,4,19,0.5,6,cd
0.26790467148766023,6,0.3,4,31,0.5,6,cd
0.26951212447192097,6,0.3,4,31,0.5,7,cd
0.2389121106545918,6,0.3,4,31,2.0,6,cd
0.26201168144986037,6,0.3,4,35,1.0,7,cd
0.2671304288443386,6,0.3,4,45,2.0,6,cd
0.2593613554665665,6,0.3,4,47,2.0,7,cd
0.2694971560185846,6,0.3,4,49,0.5,5,cd
0.2683732641064939,6,0.3,4,49,2.0,5,cd
0.2656119938228021,6,0.3,4,50,1.0,5,cd
0.26617927480225945,6,0.3,4,50,2.0,6,cd
0.26888217770343054,6,0.5,2,4,2.0,5,cd
0.26829584220526853,6,0.5,2,6,2.0,5,cd
0.24786358495406827,6,0.5,2,10,1.0,6,cd
0.266254093056451,6,0.5,2,17,1.0,5,cd
0.26380786565270203,6,0.5,2,19,1.0,5,cd
0.25512329256938937,6,0.5,2,19,1.0,7,cd
0.2576464815339751,6,0.5,2,28,2.0,6,cd
0.26957420070880134,6,0.5,2,33,2.0,6,cd
0.26667221366402033,6,0.5,2,36,1.0,7,cd
0.2657636347779205,6,0.5,2,37,0.5,6,cd
0.25466535456111133,6,0.5,2,38,2.0,6,cd
0.26517805545540507,6,0.5,2,39,2.0,7,cd
0.2514288297765432,6,0.5,2,42,1.0,5,cd
0.2685739976013128,6,0.5,3,4,2.0,5,cd
0.2566403304193718,6,0.5,3,7,1.0,5,cd
0.268495362605818,6,0.5,3,7,2.0,5,cd
0.26896978564889334,6,0.5,3,10,1.0,6,cd
0.26850841280690907,6,0.5,3,16,1.0,6,cd
0.2580514272310794,6,0.5,3,16,2.0,6,cd
0.2473302838895556,6,0.5,3,17,1.0,5,cd
0.2546069429132916,6,0.5,3,19,2.0,5,cd
0.2624286462285913,6,0.5,3,24,2.0,6,cd
0.2695101399395998,6,0.5,3,27,2.0,6,cd
0.2595856351961074,6,0.5,3,28,2.0,6,cd
0.26398543336915176,6,0.5,3,29,2.0,6,cd
0.2630019431052751,6,0.5,3,33,2.0,5,cd
0.26410158813064094,6,0.5,3,36,2.0,6,cd
0.23600100628277326,6,0.5,3,38,2.0,6,cd
0.2595020302969292,6,0.5,3,45,2.0,6,cd
0.26462752742244483,6,0.5,3,49,2.0,7,cd
0.2575752127494354,6,0.5,3,50,1.0,7,cd
0.262128938165787,6,0.5,4,2,1.0,6,cd
0.2674179332114074,6,0.5,4,6,2.0,6,cd
0.2686371062100054,6,0.5,4,15,1.0,7,cd
0.2587447121678343,6,0.5,4,24,2.0,6,cd
0.2613186888810855,6,0.5,4,25,1.0,6,cd
0.2649811074828656,6,0.5,4,27,2.0,6,cd
0.26826758395057626,6,0.5,4,28,2.0,6,cd
0.25864165169091186,6,0.5,4,29,1.0,7,cd
0.25700706905876075,6,0.5,4,34,1.0,7,cd
0.26174567159433293,6,0.5,4,34,2.0,6,cd
0.265811310547529,6,0.5,4,36,2.0,6,cd
0.25507832779793843,6,0.5,4,38,1.0,7,cd
0.24183849094731155,6,0.5,4,38,2.0,6,cd
0.2660055757930153,6,0.7,2,3,0.5,7,cd
0.2658912931116503,6,0.7,2,6,2.0,6,cd
0.268144034713948,6,0.7,2,7,2.0,5,cd
0.2531738856501316,6,0.7,2,8,2.0,6,cd
0.2663859052265884,6,0.7,2,10,2.0,5,cd
0.2645831380734111,6,0.7,2,11,1.0,7,cd
0.2689801325658469,6,0.7,2,11,2.0,6,cd
0.2683038017219052,6,0.7,2,17,2.0,7,cd
0.26886912340693847,6,0.7,2,18,1.0,6,cd
0.2648563692143524,6,0.7,2,18,1.0,7,cd
0.25375743409556534,6,0.7,2,25,1.0,7,cd
0.26636262106622993,6,0.7,2,26,2.0,7,cd
0.24958871249995776,6,0.7,2,27,1.0,7,cd
0.2538183273309324,6,0.7,2,28,2.0,6,cd
0.2542718362986221,6,0.7,2,29,1.0,6,cd
0.26931875217841605,6,0.7,2,33,1.0,7,cd
0.25235288256637584,6,0.7,2,35,1.0,7,cd
0.2610552591915906,6,0.7,2,39,1.0,7,cd
0.2542307853228355,6,0.7,2,40,1.0,7,cd
0.2661129604832711,6,0.7,2,42,1.0,7,cd
0.26926129757259676,6,0.7,2,47,1.0,7,cd
0.26764799977735226,6,0.7,3,1,2.0,6,cd
0.26894909619410406,6,0.7,3,6,1.0,6,cd
0.2458781534931522,6,0.7,3,13,2.0,6,cd
0.26884874971200595,6,0.7,3,16,1.0,6,cd
0.2698422461266604,6,0.7,3,18,2.0,6,cd
0.2494168119894555,6,0.7,3,25,1.0,7,cd
0.26454382450538794,6,0.7,3,46,2.0,5,cd
0.26987321135213993,6,0.7,3,47,1.0,7,cd
0.26960523153937344,6,0.7,4,4,1.0,6,cd
0.2623581142654584,6,0.7,4,7,2.0,7,cd
0.26741492269468636,6,0.7,4,9,2.0,5,cd
0.2624754230835998,6,0.7,4,10,1.0,6,cd
0.2662966874770583,6,0.7,4,10,2.0,6,cd
0.26698951834813184,6,0.7,4,13,2.0,7,cd
0.26761657276576895,6,0.7,4,14,2.0,5,cd
0.26958390459133924,6,0.7,4,14,2.0,7,cd
0.24351636794700704,6,0.7,4,16,1.0,6,cd
0.24899690522755544,6,0.7,4,18,2.0,6,cd
0.2680446762899542,6,0.7,4,26,2.0,7,cd
0.2638262603896335,6,0.7,4,31,2.0,5,cd
0.2639342093370289,6,0.7,4,33,2.0,5,cd
0.26522987911076584,6,0.7,4,37,2.0,5,cd
0.2602834303789027,6,0.7,4,39,1.0,7,cd
